# cyclic_registry — FairMol export
# total: 2240  |  cyclic: 2000  |  true_heterocycles: 1992  |  functional_groups: 178  |  biological: 62
# smarts = universal (RDKit [#6]/[#7] notation, matches aromatic + Kekule)
# smarts_original = Kekule original
#
pattern_id	name	group	smarts	smarts_original	is_true_heterocycle	heterocycle_family	heterocycle_family_normalized	heterocycle_superclass	ring_count	ring_atom_count	hetero_ring_atom_count
cyclic_thiomorpholine_2_thione	Thiomorpholine-2-thione	cyclic	[#6]1-[#6]-[#16]-[#6](=[#16])-[#6]-[#7]-1	C1CSC(=S)CN1	True	morpholine-like	morpholine-like	saturated heterocycle	1	6	2
cyclic_thiomorpholine_3_5_dione	Thiomorpholine-3,5-dione	cyclic	[#6]1-[#6](=[#8])-[#7]-[#6](=[#8])-[#6]-[#16]-1	C1C(=O)NC(=O)CS1	True	morpholine-like	morpholine-like	saturated heterocycle	1	6	2
cyclic_thiomorpholine_3_thione	Thiomorpholine-3-thione	cyclic	[#6]1-[#6]-[#16]-[#6]-[#6](=[#16])-[#7]-1	C1CSCC(=S)N1	True	morpholine-like	morpholine-like	saturated heterocycle	1	6	2
cyclic_octahydro_2h_pyrido_4_3_b_morpholine	octahydro-2H-pyrido[4,3-b]morpholine	cyclic	[#6]1-[#6]-[#7]-[#6]-[#6]2-[#6]-1-[#8]-[#6]-[#6]-[#7]-2	C1CNCC2C1OCCN2	True	morpholine-like	morpholine-like	saturated heterocycle	2	10	3
cyclic_octahydro_2h_pyrido_4_3_b_morpholine_trans	octahydro-2H-pyrido[4,3-b]morpholine, trans	cyclic	[#6]1-[#6]-[#7]-[#6]-[#6@H]2-[#6@H]-1-[#8]-[#6]-[#6]-[#7]-2	C1CNC[C@H]2[C@H]1OCCN2	True	morpholine-like	morpholine-like	saturated heterocycle	2	10	3
cyclic_rac_4ar_8ar_octahydropyrano_3_4_b_morpholine	rac-(4aR,8aR)-octahydropyrano[3,4-b]morpholine	cyclic	[#6]1-[#6]-[#8]-[#6]-[#6@@H]2-[#6@H]-1-[#7]-[#6]-[#6]-[#8]-2	C1COC[C@@H]2[C@H]1NCCO2	True	morpholine-like	morpholine-like	saturated heterocycle	2	10	3
cyclic_rac_4ar_8ar_octahydropyrano_4_3_b_morpholine	rac-(4aR,8aR)-octahydropyrano[4,3-b]morpholine	cyclic	[#6]1-[#6]-[#8]-[#6]-[#6@@H]2-[#6@@H]-1-[#8]-[#6]-[#6]-[#7]-2	C1COC[C@@H]2[C@@H]1OCCN2	True	morpholine-like	morpholine-like	saturated heterocycle	2	10	3
cyclic_spiro_1h_naphthalene_2_2_morpholine	spiro[1H-naphthalene-2,2'-morpholine]	cyclic	[#6]1-[#6]-[#8]-[#6]2(-[#6]-[#6]3:[#6]:[#6]:[#6]:[#6]:[#6]:3-[#6]=[#6]-2)-[#6]-[#7]-1	C1COC2(CC3=CC=CC=C3C=C2)CN1	True	morpholine-like	morpholine-like	saturated heterocycle	3	15	2
cyclic_2_oxabicyclo_1_1_0_butane	2-Oxabicyclo[1.1.0]butane	cyclic	[#6]1-[#6]2-[#6]-1-[#8]-2	C1C2C1O2	True	oxabicyclo-like	oxabicyclo-like	heterocycle	2	4	1
cyclic_2_oxabicyclo_1_1_1_pentane	2-Oxabicyclo[1.1.1]pentane	cyclic	[#6]1-[#6]2-[#6]-[#6]-1-[#8]-2	C1C2CC1O2	True	oxabicyclo-like	oxabicyclo-like	heterocycle	2	5	1
cyclic_2_oxabicyclo_2_1_0_pentane	2-Oxabicyclo[2.1.0]pentane	cyclic	[#6]1-[#6]2-[#6]-1-[#8]-[#6]-2	C1C2C1OC2	True	oxabicyclo-like	oxabicyclo-like	heterocycle	2	5	1
cyclic_2_oxabicyclo_2_2_0_hexane	2-Oxabicyclo[2.2.0]hexane	cyclic	[#6]1-[#6]-[#6]2-[#6]-1-[#6]-[#8]-2	C1CC2C1CO2	True	oxabicyclo-like	oxabicyclo-like	heterocycle	2	6	1
cyclic_2_oxabicyclo_2_2_2_octane	2-Oxabicyclo[2.2.2]octane	cyclic	[#6]1-[#6]-[#6]2-[#6]-[#6]-[#6]-1-[#6]-[#8]-2	C1CC2CCC1CO2	True	oxabicyclo-like	oxabicyclo-like	heterocycle	2	8	1
cyclic_2_oxabicyclo_3_1_0_hexane	2-Oxabicyclo[3.1.0]hexane	cyclic	[#6]1-[#6]-[#8]-[#6]2-[#6]-1-[#6]-2	C1COC2C1C2	True	oxabicyclo-like	oxabicyclo-like	heterocycle	2	6	1
cyclic_2_oxabicyclo_3_2_0_heptane	2-Oxabicyclo[3.2.0]heptane	cyclic	[#6]1-[#6]-[#6]2-[#6]-1-[#6]-[#6]-[#8]-2	C1CC2C1CCO2	True	oxabicyclo-like	oxabicyclo-like	heterocycle	2	7	1
cyclic_2_oxabicyclo_3_2_1_octane	2-Oxabicyclo[3.2.1]octane	cyclic	[#6]1-[#6]-[#6]2-[#6]-[#6]-1-[#6]-[#6]-[#8]-2	C1CC2CC1CCO2	True	oxabicyclo-like	oxabicyclo-like	heterocycle	2	8	1
cyclic_2_oxabicyclo_4_1_0_heptane	2-Oxabicyclo[4.1.0]heptane	cyclic	[#6]1-[#6]-[#6]2-[#6]-[#6]-2-[#8]-[#6]-1	C1CC2CC2OC1	True	oxabicyclo-like	oxabicyclo-like	heterocycle	2	7	1
cyclic_2_oxabicyclo_4_1_1_octane	2-Oxabicyclo[4.1.1]octane	cyclic	[#6]1-[#6]-[#6]2-[#6]-[#6](-[#6]-2)-[#8]-[#6]-1	C1CC2CC(C2)OC1	True	oxabicyclo-like	oxabicyclo-like	heterocycle	2	8	1
cyclic_2_oxabicyclo_4_2_0_octane	2-Oxabicyclo[4.2.0]octane	cyclic	[#6]1-[#6]-[#6]2-[#6]-[#6]-[#6]-2-[#8]-[#6]-1	C1CC2CCC2OC1	True	oxabicyclo-like	oxabicyclo-like	heterocycle	2	8	1
cyclic_2_oxabicyclo_5_1_0_octane	2-Oxabicyclo[5.1.0]octane	cyclic	[#6]1-[#6]-[#6]-[#8]-[#6]2-[#6]-[#6]-2-[#6]-1	C1CCOC2CC2C1	True	oxabicyclo-like	oxabicyclo-like	heterocycle	2	8	1
cyclic_3_oxabicyclo_3_2_0_heptane	3-Oxabicyclo(3.2.0)heptane	cyclic	[#6]1-[#6]-[#6]2-[#6]-1-[#6]-[#8]-[#6]-2	C1CC2C1COC2	True	oxabicyclo-like	oxabicyclo-like	heterocycle	2	7	1
cyclic_3_oxabicyclo_3_1_0_hexane	3-Oxabicyclo[3.1.0]hexane	cyclic	[#6]1-[#6]2-[#6]-1-[#6]-[#8]-[#6]-2	C1C2C1COC2	True	oxabicyclo-like	oxabicyclo-like	heterocycle	2	6	1
cyclic_3_oxabicyclo_3_2_1_octane	3-Oxabicyclo[3.2.1]octane	cyclic	[#6]1-[#6]-[#6]2-[#6]-[#6]-1-[#6]-[#8]-[#6]-2	C1CC2CC1COC2	True	oxabicyclo-like	oxabicyclo-like	heterocycle	2	8	1
cyclic_3_oxabicyclo_4_1_0_heptane	3-Oxabicyclo[4.1.0]heptane	cyclic	[#6]1-[#6]-[#8]-[#6]-[#6]2-[#6]-1-[#6]-2	C1COCC2C1C2	True	oxabicyclo-like	oxabicyclo-like	heterocycle	2	7	1
cyclic_5_oxabicyclo_2_1_0_pentane	5-Oxabicyclo[2.1.0]pentane	cyclic	[#6]1-[#6]-[#6]2-[#6]-1-[#8]-2	C1CC2C1O2	True	oxabicyclo-like	oxabicyclo-like	heterocycle	2	5	1
cyclic_5_oxabicyclo_2_1_1_hexane	5-Oxabicyclo[2.1.1]hexane	cyclic	[#6]1-[#6]-[#6]2-[#6]-[#6]-1-[#8]-2	C1CC2CC1O2	True	oxabicyclo-like	oxabicyclo-like	heterocycle	2	6	1
cyclic_6_oxabicyclo_3_1_1_heptane	6-Oxabicyclo[3.1.1]heptane	cyclic	[#6]1-[#6]-[#6]2-[#6]-[#6](-[#6]-1)-[#8]-2	C1CC2CC(C1)O2	True	oxabicyclo-like	oxabicyclo-like	heterocycle	2	7	1
cyclic_7_oxabicyclo_2_2_1_heptadiene	7-Oxabicyclo[2.2.1]heptadiene	cyclic	[#6]1-[#6]-[#6]2:[#6]:[#6]:[#6]-1:[#8]:2	C1CC2=CC=C1O2	True	oxabicyclo-like	oxabicyclo-like	heterocycle	2	7	1
cyclic_7_oxabicyclo_2_2_1_heptene	7-Oxabicyclo[2.2.1]heptene	cyclic	[#6]1-[#6]-[#6]2=[#6]-[#6]-[#6]-1-[#8]-2	C1CC2=CCC1O2	True	oxabicyclo-like	oxabicyclo-like	heterocycle	2	7	1
cyclic_oxabicyclo_2_2_1_heptene	Oxabicyclo[2.2.1]heptene	cyclic	[#6]1-[#6]-[#6]2=[#6]-[#8]-[#6]-1-[#6]-2	C1CC2=COC1C2	True	oxabicyclo-like	oxabicyclo-like	heterocycle	2	7	1
cyclic_oxabicyclo_4_1_0_heptene	Oxabicyclo[4.1.0]heptene	cyclic	[#6]1-[#6]-[#8]-[#6]=[#6]2-[#6]-1-[#6]-2	C1COC=C2C1C2	True	oxabicyclo-like	oxabicyclo-like	heterocycle	2	7	1
cyclic_1_oxaspiro_2_2_pent_4_ene	1-Oxaspiro[2.2]pent-4-ene	cyclic	[#6]1-[#6]2(-[#8]-1)-[#6]=[#6]-2	C1C2(O1)C=C2	True	oxaspiro-like	oxaspiro-like	heterocycle	2	5	1
cyclic_1_oxaspiro_2_2_pentan_2_one	1-Oxaspiro[2.2]pentan-2-one	cyclic	[#6]1-[#6]-[#6]-12-[#6](=[#8])-[#8]-2	C1CC12C(=O)O2	True	oxaspiro-like	oxaspiro-like	heterocycle	2	5	1
cyclic_1_oxaspiro_2_2_pentane	1-Oxaspiro[2.2]pentane	cyclic	[#6]1-[#6]-[#6]-12-[#6]-[#8]-2	C1CC12CO2	True	oxaspiro-like	oxaspiro-like	heterocycle	2	5	1
cyclic_1_oxaspiro_2_3_hexan_2_one	1-Oxaspiro[2.3]hexan-2-one	cyclic	[#6]1-[#6]-[#6]2(-[#6]-1)-[#6](=[#8])-[#8]-2	C1CC2(C1)C(=O)O2	True	oxaspiro-like	oxaspiro-like	heterocycle	2	6	1
cyclic_1_oxaspiro_2_3_hexane	1-Oxaspiro[2.3]hexane	cyclic	[#6]1-[#6]-[#6]2(-[#6]-1)-[#6]-[#8]-2	C1CC2(C1)CO2	True	oxaspiro-like	oxaspiro-like	heterocycle	2	6	1
cyclic_1_oxaspiro_2_4_heptan_4_one	1-Oxaspiro[2.4]heptan-4-one	cyclic	[#6]1-[#6]-[#6](=[#8])-[#6]2(-[#6]-1)-[#6]-[#8]-2	C1CC(=O)C2(C1)CO2	True	oxaspiro-like	oxaspiro-like	heterocycle	2	7	1
cyclic_1_oxaspiro_2_4_heptane	1-Oxaspiro[2.4]heptane	cyclic	[#6]1-[#6]-[#6]-[#6]2(-[#6]-1)-[#6]-[#8]-2	C1CCC2(C1)CO2	True	oxaspiro-like	oxaspiro-like	heterocycle	2	7	1
cyclic_1_oxaspiro_2_5_oct_4_ene	1-Oxaspiro[2.5]oct-4-ene	cyclic	[#6]1-[#6]-[#6]=[#6]-[#6]2(-[#6]-1)-[#6]-[#8]-2	C1CC=CC2(C1)CO2	True	oxaspiro-like	oxaspiro-like	heterocycle	2	8	1
cyclic_1_oxaspiro_3_3_heptan_3_one	1-Oxaspiro[3.3]heptan-3-one	cyclic	[#6]1-[#6]-[#6]2(-[#6]-1)-[#6](=[#8])-[#6]-[#8]-2	C1CC2(C1)C(=O)CO2	True	oxaspiro-like	oxaspiro-like	heterocycle	2	7	1
cyclic_2_oxaspiro_3_3_heptan_1_one	2-Oxaspiro[3.3]heptan-1-one	cyclic	[#6]1-[#6]-[#6]2(-[#6]-1)-[#6]-[#8]-[#6]-2=[#8]	C1CC2(C1)COC2=O	True	oxaspiro-like	oxaspiro-like	heterocycle	2	7	1
cyclic_2_oxaspiro_3_3_heptan_5_one	2-Oxaspiro[3.3]heptan-5-one	cyclic	[#6]1-[#6]-[#6]2(-[#6]-1=[#8])-[#6]-[#8]-[#6]-2	C1CC2(C1=O)COC2	True	oxaspiro-like	oxaspiro-like	heterocycle	2	7	1
cyclic_2_oxaspiro_3_3_heptan_6_one	2-Oxaspiro[3.3]heptan-6-one	cyclic	[#6]1-[#6](=[#8])-[#6]-[#6]-12-[#6]-[#8]-[#6]-2	C1C(=O)CC12COC2	True	oxaspiro-like	oxaspiro-like	heterocycle	2	7	1
cyclic_2_oxaspiro_3_3_heptane	2-Oxaspiro[3.3]heptane	cyclic	[#6]1-[#6]-[#6]2(-[#6]-1)-[#6]-[#8]-[#6]-2	C1CC2(C1)COC2	True	oxaspiro-like	oxaspiro-like	heterocycle	2	7	1
cyclic_4_oxaspiro_2_3_hexane	4-Oxaspiro[2.3]hexane	cyclic	[#6]1-[#6]-[#6]-12-[#6]-[#6]-[#8]-2	C1CC12CCO2	True	oxaspiro-like	oxaspiro-like	heterocycle	2	6	1
cyclic_4_oxaspiro_2_4_heptan_5_one	4-Oxaspiro[2.4]heptan-5-one	cyclic	[#6]1-[#6]-[#6]2(-[#6]-[#6]-2)-[#8]-[#6]-1=[#8]	C1CC2(CC2)OC1=O	True	oxaspiro-like	oxaspiro-like	heterocycle	2	7	1
cyclic_4_oxaspiro_2_4_heptan_7_one	4-Oxaspiro[2.4]heptan-7-one	cyclic	[#6]1-[#6]-[#8]-[#6]2(-[#6]-1=[#8])-[#6]-[#6]-2	C1COC2(C1=O)CC2	True	oxaspiro-like	oxaspiro-like	heterocycle	2	7	1
cyclic_4_oxaspiro_2_4_heptane	4-Oxaspiro[2.4]heptane	cyclic	[#6]1-[#6]-[#6]2(-[#6]-[#6]-2)-[#8]-[#6]-1	C1CC2(CC2)OC1	True	oxaspiro-like	oxaspiro-like	heterocycle	2	7	1
cyclic_5_oxaspiro_2_3_hexane	5-Oxaspiro[2,3]hexane	cyclic	[#6]1-[#6]-[#6]-12-[#6]-[#8]-[#6]-2	C1CC12COC2	True	oxaspiro-like	oxaspiro-like	heterocycle	2	6	1
cyclic_5_oxaspiro_2_4_heptan_4_one	5-Oxaspiro[2.4]heptan-4-one	cyclic	[#6]1-[#6]-[#6]-12-[#6]-[#6]-[#8]-[#6]-2=[#8]	C1CC12CCOC2=O	True	oxaspiro-like	oxaspiro-like	heterocycle	2	7	1
cyclic_5_oxaspiro_2_4_heptan_6_one	5-Oxaspiro[2.4]heptan-6-one	cyclic	[#6]1-[#6]-[#6]-12-[#6]-[#6](=[#8])-[#8]-[#6]-2	C1CC12CC(=O)OC2	True	oxaspiro-like	oxaspiro-like	heterocycle	2	7	1
cyclic_5_oxaspiro_2_4_heptan_7_one	5-Oxaspiro[2.4]heptan-7-one	cyclic	[#6]1-[#6]-[#6]-12-[#6]-[#8]-[#6]-[#6]-2=[#8]	C1CC12COCC2=O	True	oxaspiro-like	oxaspiro-like	heterocycle	2	7	1
cyclic_5_oxaspiro_2_4_heptane	5-Oxaspiro[2.4]heptane	cyclic	[#6]1-[#6]-[#6]-12-[#6]-[#6]-[#8]-[#6]-2	C1CC12CCOC2	True	oxaspiro-like	oxaspiro-like	heterocycle	2	7	1
cyclic_oxaspiro_3_3_heptane	Oxaspiro[3.3]heptane	cyclic	[#6]1-[#6]-[#6]2(-[#6]-1)-[#6]-[#6]-[#8]-2	C1CC2(C1)CCO2	True	oxaspiro-like	oxaspiro-like	heterocycle	2	7	1
cyclic_1_2_4_oxadiazole	1,2,4-Oxadiazole	cyclic	[#6]1:[#7]:[#8]:[#6]:[#7]:1	C1=NOC=N1	True	oxazole-like	oxazole-like	azole	1	5	3
cyclic_1_2_4_oxadiazole_4_oxide	1,2,4-Oxadiazole-4-oxide	cyclic	[#6]1:[#7]:[#8]:[#6]:[#7+]:1-[#8-]	C1=NOC=[N+]1[O-]	True	oxazole-like	oxazole-like	azole	1	5	3
cyclic_1_2_4_oxadiazole_5_thione	1,2,4-Oxadiazole-5-thione	cyclic	[#6]1:[#7]:[#6](=[#16]):[#8]:[#7H]:1	C1=NC(=S)ON1	True	oxazole-like	oxazole-like	azole	1	5	3
cyclic_1_2_4_oxadiazole_thione	1,2,4-Oxadiazole-thione	cyclic	[#6]1:[#7]:[#6](=[#16]):[#7H]:[#8]:1	C1=NC(=S)NO1	True	oxazole-like	oxazole-like	azole	1	5	3
cyclic_1_2_5_oxadiazole	1,2,5-Oxadiazole	cyclic	[#6]1:[#7]:[#8]:[#7]:[#6]:1	C1=NON=C1	True	oxazole-like	oxazole-like	azole	1	5	3
cyclic_1_2_5_oxadiazole_1_oxide	1,2,5-Oxadiazole-1-oxide	cyclic	[#6]1:[#7]:[#8+](:[#7]:[#6]:1)-[#8-]	C1=N[O+](N=C1)[O-]	True	oxazole-like	oxazole-like	azole	1	5	3
cyclic_1_2_5_oxadiazole_3_thione	1,2,5-Oxadiazole-3-thione	cyclic	[#6]1:[#7]:[#8]:[#7H]:[#6]:1=[#16]	C1=NONC1=S	True	oxazole-like	oxazole-like	azole	1	5	3
cyclic_1_3_2_4_dioxadiazole	1,3,2,4-Dioxadiazole	cyclic	[#6]1=[#7]-[#8]-[#7]-[#8]-1	C1=NONO1	True	oxazole-like	oxazole-like	azole	1	5	4
cyclic_1_3_4_oxadiazole	1,3,4-Oxadiazole	cyclic	[#6]1:[#7]:[#7]:[#6]:[#8]:1	C1=NN=CO1	True	oxazole-like	oxazole-like	azole	1	5	3
cyclic_1_3_4_oxadiazole_2_thiol	1,3,4-Oxadiazole-2-thiol	cyclic	[#6]1:[#7]:[#7H]:[#6](=[#16]):[#8]:1	C1=NNC(=S)O1	True	oxazole-like	oxazole-like	azole	1	5	3
cyclic_1_3_4_thiaoxadiazole	1,3,4-Thiaoxadiazole	cyclic	[#6]1=[#7]-[#7]-[#8]-[#16]-1	C1=NNOS1	True	oxazole-like	oxazole-like	azole	1	5	4
cyclic_1_4_2_3_dioxadiazole	1,4,2,3-Dioxadiazole	cyclic	[#6]1-[#8]-[#7]=[#7]-[#8]-1	C1ON=NO1	True	oxazole-like	oxazole-like	azole	1	5	4
cyclic_1_4_2_dioxazole	1,4,2-Dioxazole	cyclic	[#6]1-[#8]-[#6]=[#7]-[#8]-1	C1OC=NO1	True	oxazole-like	oxazole-like	azole	1	5	3
cyclic_2_3_dihydro_1_2_oxazole	2,3-Dihydro-1,2-oxazole	cyclic	[#6]1-[#6]=[#6]-[#8]-[#7]-1	C1C=CON1	True	oxazole-like	oxazole-like	azole	1	5	2
cyclic_2h_1_3_2_dioxazole	2H-1,3,2-Dioxazole	cyclic	[#6]1=[#6]-[#8]-[#7]-[#8]-1	C1=CONO1	True	oxazole-like	oxazole-like	azole	1	5	3
cyclic_2h_1_3_oxazole_5_thione	2H-1,3-oxazole-5-thione	cyclic	[#6]1-[#7]=[#6]-[#6](=[#16])-[#8]-1	C1N=CC(=S)O1	True	oxazole-like	oxazole-like	azole	1	5	2
cyclic_3_mercaptoisoxazole	3-Mercaptoisoxazole	cyclic	[#6]1:[#6]:[#8]:[#7H]:[#6]:1=[#16]	C1=CONC1=S	True	oxazole-like	oxazole-like	azole	1	5	2
cyclic_3_oxadiazole	3-Oxadiazole	cyclic	[#6]1-[#6]=[#7]-[#7]-[#8]-1	C1C=NNO1	True	oxazole-like	oxazole-like	azole	1	5	3
cyclic_3_oxazole	3-Oxazole	cyclic	[#6]1-[#6]=[#6]-[#7]-[#8]-1	C1C=CNO1	True	oxazole-like	oxazole-like	azole	1	5	2
cyclic_3h_1_2_3_dioxazole	3H-1,2,3-Dioxazole	cyclic	[#6]1=[#6]-[#8]-[#8]-[#7]-1	C1=COON1	True	oxazole-like	oxazole-like	azole	1	5	3
cyclic_3h_1_2_4_dioxazole	3H-1,2,4-Dioxazole	cyclic	[#6]1-[#7]=[#6]-[#8]-[#8]-1	C1N=COO1	True	oxazole-like	oxazole-like	azole	1	5	3
cyclic_3h_oxazole_2_thione	3H-oxazole-2-thione	cyclic	[#6]1:[#6]:[#8]:[#6](=[#16]):[#7H]:1	C1=COC(=S)N1	True	oxazole-like	oxazole-like	azole	1	5	2
cyclic_4_5_didehydro_1_3_oxazole	4,5-Didehydro-1,3-oxazole	cyclic	[#6]1:[#7]:[#6]:[#6]:[#8]:1	C1=NC#CO1	True	oxazole-like	oxazole-like	azole	1	5	2
cyclic_4_oxadiazole	4-Oxadiazole	cyclic	[#6]1=[#6]-[#8]-[#7]-[#7]-1	C1=CONN1	True	oxazole-like	oxazole-like	azole	1	5	3
cyclic_4_sulfenyl_isoxazole	4-Sulfenyl isoxazole	cyclic	[#6]1-[#6](=[#16])-[#6]=[#7]-[#8]-1	C1C(=S)C=NO1	True	oxazole-like	oxazole-like	azole	1	5	2
cyclic_4_thioxooxazole	4-Thioxooxazole	cyclic	[#6]1-[#6](=[#16])-[#7]=[#6]-[#8]-1	C1C(=S)N=CO1	True	oxazole-like	oxazole-like	azole	1	5	2
cyclic_4h_1_2_oxazole_5_thione	4H-1,2-oxazole-5-thione	cyclic	[#6]1-[#6]=[#7]-[#8]-[#6]-1=[#16]	C1C=NOC1=S	True	oxazole-like	oxazole-like	azole	1	5	2
cyclic_4h_1_3_oxazole_5_thione	4H-1,3-oxazole-5-thione	cyclic	[#6]1-[#6](=[#16])-[#8]-[#6]=[#7]-1	C1C(=S)OC=N1	True	oxazole-like	oxazole-like	azole	1	5	2
cyclic_5_mercaptoisoxazole	5-Mercaptoisoxazole	cyclic	[#6]1:[#6]:[#7H]:[#8]:[#6]:1=[#16]	C1=CNOC1=S	True	oxazole-like	oxazole-like	azole	1	5	2
cyclic_5_sulfanyloxadiazole	5-Sulfanyloxadiazole	cyclic	[#6]1:[#7]:[#7H]:[#8]:[#6]:1=[#16]	C1=NNOC1=S	True	oxazole-like	oxazole-like	azole	1	5	3
cyclic_5_thioxo_1_3_4_oxadiazole	5-Thioxo-1,3,4-oxadiazole	cyclic	[#6]1-[#7]=[#7]-[#6](=[#16])-[#8]-1	C1N=NC(=S)O1	True	oxazole-like	oxazole-like	azole	1	5	3
cyclic_5h_dioxadiazole	5H-dioxadiazole	cyclic	[#6]1-[#7]=[#7]-[#8]-[#8]-1	C1N=NOO1	True	oxazole-like	oxazole-like	azole	1	5	4
cyclic_boroxazole	Boroxazole	cyclic	[#5]1:[#6]:[#6]:[#7]:[#8]:1	B1=CC=NO1	True	oxazole-like	oxazole-like	azole	1	5	3
cyclic_dihydrooxazole	Dihydrooxazole	cyclic	[#6]1-[#7]-[#6]=[#6]-[#8]-1	C1NC=CO1	True	oxazole-like	oxazole-like	azole	1	5	2
cyclic_dioxadiazole	Dioxadiazole	cyclic	[#6]1=[#7]-[#7]-[#8]-[#8]-1	C1=NNOO1	True	oxazole-like	oxazole-like	azole	1	5	4
cyclic_isoxazole_2_oxide	Isoxazole 2-oxide	cyclic	[#6]1:[#6]:[#8]:[#7+](:[#6]:1)-[#8-]	C1=CO[N+](=C1)[O-]	True	oxazole-like	oxazole-like	azole	1	5	2
cyclic_isoxazoles	Isoxazoles	cyclic	[#6]1:[#6]:[#8]:[#7]:[#6]:1	C1=CON=C1	True	oxazole-like	oxazole-like	azole	1	5	2
cyclic_oxadiazole_2_oxide	Oxadiazole 2-oxide	cyclic	[#6]1:[#6]:[#8]:[#7+](:[#7]:1)-[#8-]	C1=CO[N+](=N1)[O-]	True	oxazole-like	oxazole-like	azole	1	5	3
cyclic_3_oxazoline	3-Oxazoline	cyclic	[#6]1-[#6]=[#7]-[#6]-[#8]-1	C1C=NCO1	True	oxazoline-like	oxazoline-like	heterocycle	1	5	2
cyclic_oxazoline	Oxazoline	cyclic	[#6]1-[#6]-[#8]-[#6]=[#7]-1	C1COC=N1	True	oxazoline-like	oxazoline-like	heterocycle	1	5	2
cyclic_oxazoline_ketone	Oxazoline ketone	cyclic	[#6]1-[#6]2-[#6](=[#8])-[#6](=[#7]-2)-[#8]-1	C1C2C(=O)C(=N2)O1	True	oxazoline-like	oxazoline-like	heterocycle	2	6	2
cyclic_oxazoline_maleate	Oxazoline maleate	cyclic	[#6]1-[#6]2-[#7]=[#6](-[#8]-1)-[#8]-[#6](=[#8])/[#6]=[#6]\[#6](=[#8])-[#8]-2	C1C2N=C(O1)OC(=O)/C=C\C(=O)O2	True	oxazoline-like	oxazoline-like	heterocycle	2	11	4
cyclic_oxazoline_phosphite	Oxazoline phosphite	cyclic	[#6]1-[#6]23-[#7]=[#6](-[#8]-1)-[#8]-[#15](-[#8]-2)-[#8]-3	C1C23N=C(O1)OP(O2)O3	True	oxazoline-like	oxazoline-like	heterocycle	3	9	6
cyclic_tetrahydrothieno_3_4_d_oxazoline	Tetrahydrothieno[3,4-d]oxazoline	cyclic	[#6]1-[#6]2-[#6](=[#6]-[#16]-1)-[#8]-[#6]-[#7]-2	C1C2C(=CS1)OCN2	True	oxazoline-like	oxazoline-like	heterocycle	2	8	3
cyclic_oxazolo_4_5_b_pyridin_2_3h_one	Oxazolo(4,5-b)pyridin-2(3H)-one	cyclic	[#6]1:[#6]:[#6]2:[#6](:[#7H]:[#6](=[#8]):[#8]:2):[#7]:[#6]:1	C1=CC2=C(NC(=O)O2)N=C1	True	oxazolo-like	oxazolo-like	heterocycle	2	9	3
cyclic_oxazolo_3_2_a_purinone	Oxazolo[3,2-a]purinone	cyclic	[#6]1:[#6]:[#8]:[#6]2:[#7]:[#6]3:[#7]:[#6](=[#8]):[#7H]:[#6]-3:[#6]:[#7]:1:2	C1=COC2=NC3=NC(=O)NC3=CN21	True	oxazolo-like	oxazolo-like	heterocycle	3	12	5
cyclic_oxazolo_3_2_a_pyrazin_5_one	Oxazolo[3,2-a]pyrazin-5-one	cyclic	[#6]1:[#6]:[#8]:[#6]2:[#6]:[#7]:[#6]:[#6](=[#8]):[#7]:1:2	C1=COC2=CN=CC(=O)N21	True	oxazolo-like	oxazolo-like	heterocycle	2	9	3
cyclic_oxazolo_3_2_a_pyridin_5_one	Oxazolo[3,2-a]pyridin-5-one	cyclic	[#6]1:[#6]:[#6](=[#8]):[#7]2:[#6]:[#6]:[#8]:[#6]:2:[#6]:1	C1=CC(=O)N2C=COC2=C1	True	oxazolo-like	oxazolo-like	heterocycle	2	9	2
cyclic_oxazolo_3_2_a_pyridinium_2_olate	Oxazolo[3,2-a]pyridinium-2-olate	cyclic	[#6]1:[#6]:[#6]:[#7+]2:[#6]:[#6](:[#8]:[#6]:2:[#6]:1)-[#8-]	C1=CC=[N+]2C=C(OC2=C1)[O-]	True	oxazolo-like	oxazolo-like	heterocycle	2	9	2
cyclic_oxazolo_3_2_a_pyrimidin_5_one	Oxazolo[3,2-a]pyrimidin-5-one	cyclic	[#6]1:[#6]:[#7]:[#6]2:[#7](:[#6]:1=[#8]):[#6]:[#6]:[#8]:2	C1=CN=C2N(C1=O)C=CO2	True	oxazolo-like	oxazolo-like	heterocycle	2	9	3
cyclic_oxazolo_3_2_a_quinolin_5_one	Oxazolo[3,2-a]quinolin-5-one	cyclic	[#6]1:[#6]:[#6]:[#6]2:[#6](:[#6]:1):[#6](=[#8]):[#6]:[#6]1:[#7]:2:[#6]:[#6]:[#8]:1	C1=CC=C2C(=C1)C(=O)C=C3N2C=CO3	True	oxazolo-like	oxazolo-like	heterocycle	3	13	2
cyclic_oxazolo_3_2_a_quinolone	Oxazolo[3,2-a]quinolone	cyclic	[#6]1-[#6](=[#8])-[#7]2-[#6](-[#8]-1)-[#6]=[#6]-[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-2	C1C(=O)N2C(O1)C=CC3=CC=CC=C32	True	oxazolo-like	oxazolo-like	heterocycle	3	13	2
